CN_ID,CN_Title,CN_Text,WD_InventoryNum,WD_Title,WD_Description
75,Dunhuang Sutra Illustrations,"""Every time the sunrise cuts through the dust and illuminates the cool walls of the grotto, the colours from the Tang Dynasty awaken. Huge halls like mountain peaks towering, along the axis from front to back into three, beams and columns dense, steep roofs, high buildings around the pavilions and terraces lined up, plazas and corridors winding connection, Buddha appeared in the centre of the complex, sitting with eyes downcast, flanked by bodhisattvas and celestial maidens. Dunhuang Mogao Cave 172 north wall of the ""view of infinite life sutra changes"" painted in the Sheng Tang Dynasty, depicting the Amitabha Buddha resides in the Western Pure Land of Ultimate Bliss. The sutra variations are based on Buddhist scriptures, and in order to convey the meaning of the sutras to the world, they depict the world of the Buddha in all its aspects. Dunhuang's Tang dynasty sutra paintings often drew on the styles of famous artists from the Central Plains, rendering the stories of the sutras in large, stately images. The world of bliss in the sutra paintings is like a spiritual portal created by the Tang, where visions are created out of dust and neon dresses are danced in this place. The steps are straight and seemingly in front of the eyes, as if people in the mortal world only need to take one step forward along the ladder to log into the world of bliss. Carved railings and jade masonry, flowers and foliage, birds and birds gather, look at the umbrella cover from afar, close to the incense burner, are the treasures that can only be made by the palace. The kabuki procession, with foot-coloured carpets and dancing, is taken from the Western custom. The fantasy world in the Buddhist scriptures has become a reality under the brush of the painter, a fascinating land of pleasure, more and more like the memory of the wonders of Chang'an. The focus of vision back to the near, as if in the blink of an eye, the heavenly maiden raised her arm to light up the lamp tree, a time of twilight fire bright, this is not exactly the Chang'an Shangyuan lantern festival of the spectacle? Even Chang'an, most of the night of the year abide by the curfew system, only on the New Year's Day, this dream city has twelve hours of light, white night as day. Crowds of people in fancy dress and different masks chase the flowing light, wandering like fish and dragons in the sea in limitless joy. The splendour of mundane life and the superimposition of the world of faith generate the illusion of ultimate happiness. Celestials are like the world, and the other shore is so born. The other shore of the Tang's dream of Buddha's kingdom is the gateway for us to return to our homeland. This is the Tang's imagination and the Tang of our imagination.""",RV-1806-1,Chinese Buddhist-Taoist plate,"Chinese Buddhist-Taoist plate,
in kakemono form, drawn in ink and depicting the gods of hell. At the top is enthroned Shang-ti, the Taoist Lord of Heaven, flanked by the horned Panku, the late mythical Taoist creator in foliage with the sphere of the universe (?) in his hands and by the winged menacing god with the third eye who holds the sun and moon in his hands. Under Shang-ti a three-headed, horned god with the third eye and eight arms; attributes: sun and moon, temple bell and vase, book, scroll, bow and arrow. It is apparently Ciwa as Mahecwara ( ), cf. v.Siebold, Pantheon of Nippon, p.139, fig.499. Below Ciwa we see Awalokitecwara (Kwan Yin, ) with a vial of amrta in the left hand and a scroll (a sutra) in the right hand. Shown as a woman with a hood. Below Kwan Yin we see a deity sitting on horseback with a raised sword. The horse is reminiscent of Hayagriva, the god of hell, but its appearance is more reminiscent of Majucri. If it is Hayagriva then the little boy with the throwing ring and spear is certainly Sudhannakunara. The woman with the fly fan to the left of the boy is probably the Dalim Vajravarah, mentioned by Grunwedel (Myth. des Buddhismus in Tibet, p. 164) as collaborating with Hayagriva. But it could also be Yami, Yama's twin sister and consort, who judges women, just as Yama rules men, or Fujenma, goddess of the blood pool, into which women who die in childbirth are thrown. Or it is Mother Meng, mentioned in the Yuh lih as a pious woman of the first Han dynasty, who was appointed hell goddess by Shang-ti and there makes those who are reborn drink the drink of oblivion, so that they do not mind anything. remembering their past life and also having a foreboding of the retaliation, which is more likely to lead them to virtue. To the right of the boy we see a Garuda-like figure, with wings, claws and a beak-like mouth. He has a crown on his head. It is the thunder god identified with the Tenju (T'ien Lu) and the Garuda who strikes the guilty with his lightning, on whom full light falls from one or two mirrors directed at them by a goddess. ""Command of the 5 thunders"" ( ) we read on an upright tablet behind the gate of hell, above which is the inscription: Dharma gate of Mount Bat"" and from which hangs an open curtain. In front of that gate we see a guilty soul on its knees, grabbed by the hair by one of the lower demons; others are going to torture her with a pike, an axe, a heavy stone and want to swallow her a bowl of something flaming Kwan-Yin lives in the middle of hell.On either side are eight of the Ten Hell Queens; Hayagriva and Sudhanakumara are apparently numbers 10 and 11. Dimensions: H. 131 cm. W. 50 cm."
76,Jingdezhen Kiln Blue And White Glaze Bowl With Incised Baby's Play Pattern,"The earliest human ""bowls"" were scooped up hands. The hand is the flexible, sensitive end of the body, and the bowl becomes an extension of the hand. Raising a bowl is just a mundane routine. By putting down the bowl, mankind was relieved of hunger and thirst, and welcomed the growth of life. In the beginning, humans tried to make bowls out of wood, light but perishable; by applying lacquer to the surface of the wood, it became durable and beautiful. Man invented pottery by roasting earth with fire; the sturdy bowl came from water and fire, and was good at living with them. Later, finer earth and fiercer fire gave birth to porcelain; porcelain bowls were born, at the forefront of their time, and have yet to be surpassed by time. Another long time passed, a place name spread, Jingdezhen. Glazed like jade green and white glazed porcelain, from Jingdezhen to the four sides, encounter different landscapes, homes, faces, one of the porcelain bowl today is completely preserved in the Palace Museum. Inside the lightweight bowl, two infants are still frolicking by the lotus flower, and the refreshing water coats the flowers and leaves. Every time we lift it up to the sunlight or lamplight, the owner sees their flickering shadows from the outside of the bowl. Countless times we peered into the bowl, lifting it with our hands to our lips to drink and eat, the material of the bowl's body, the lines of its walls, the thickness of its mouth for our bodies to perceive. Sometimes we resort to spoons and chopsticks to help water or food to enter, to build bridges from the bowl to the person, to write the laws and legends of etiquette. We constantly remould the shape and size of the bowl using our bodies as a yardstick. As food is cooked hot, the bottom of the bowl slowly rises. When the bowl's capacity increases, the hand that holds it spreads wide. As our eyes rest on the inside and outside of the bowl, the bowl takes on a colourful decoration. The need to depict or write is only as far as the eye can reach. Forever hollow, the bowl was designed to achieve containment, to preserve the history of human sensory experience and to hold the details of civilisation. Ten thousand years on, the bowl is still a bowl, and through it we can still see the truest and simplest aspirations of every human being's life.",RV-4235-440,Green pottery ,"Jade green pottery was introduced in Europe in the seventeenth century. At the time, the French pastoral novel L'Astrée was very popular. The hero, Céladon, is dressed in a sea-green cloak. The European name celadon is derived from this novel character. This tea bowl is decorated on the outside with lotus leaves.

As early as the third century BC. Pottery is fired in Yue (Zhejiang province) with a soft green glaze. During the Tang Dynasty, tea drinking became fashionable. Yue's green tea bowls are becoming very popular. A certain Lu Yu writes in 760: ""Xing porcelain is like silver, Yue porcelain is like jade; therefore Xing is not as good as Yue. is like Yue. Xing is white, the tea appears red, Yue is green and makes the tea greener."""
77,White-Glazed Child's Pillow From Ding Kiln,"""Early summer, late and cool. The boy, still a little baby-faced, was lying prone on a couch in a robe over a kangaroo. His arms were encircled and his head was tilted up. His forehead was open, his face plump, his lips thick and his ears large. His two calves are crossed and upturned, and he grasps an embroidered ball in his hand in casual mischief. The perimeter of the bed and couch was moulded with chi dragons and Ruyi cloud heads, and the boy lay on top of them in this way, languid and idle. Born in the Song Dynasty, he never grew up. When we look earnestly into his eyes, he has seen all the earth. Ding kiln, one of the five major folk kilns of the Northern Song Dynasty, Ding kiln porcelain clay with it to the earthly world. Ding kiln child pillow, commonly known as ""doll pillow"", it is a kind of elephant pillow, because the pillow shape and the child's lying shape similar to the name. Child pillow is the Northern Song Dynasty craftsmen in the art of modelling a major creation, but also a typical style of Song Dynasty porcelain pillow. But why is the pillow made into a child's appearance? About the image of the sea child pillow, there is such a speculation. Every Tanabata Festival, the Song Dynasty streets and alleys will sell a different shape of human dolls, known as ""grinding drink music"". Tokyo Dreaming Records"" in such a description, Tanabata three or five days before, children need to buy a new lotus leaves to hold, cover the smile knit ""grinding drink music"". This custom has been passed down for a long time. The ""Grind and Drink"", also known as the ""Mo Shuo Luo"", comes from the Buddhist scriptures and has the appearance of an evil god, but after entering the Middle Kingdom, he turned into a cute child. It is also said that ""Mashura"" is a corruption of ""Rahula"", who was the child of the Buddha. The Buddha's children, perhaps this is how the Song people saw them. They are the source of life, our nature, full of countless possibilities. He sometimes appears as a child who guides us when we are lost, and sometimes as a shepherd boy who meets us when we are at ease. They are under the pine tree, they are in the moonlight, they are by the stream, they are our childhood. The Song people's desire for heirs was stronger than that of any other dynasty before them, thanks to the diversity of their society, their cultural prosperity, their economic affluence, and the comfort of their lives. The painting ""A Hundred Children Playing in Spring,"" also from the Song Dynasty, depicts more than a hundred children playing on a high platform. The two-tiered high platform is divided into different functional areas by the children, with the children on the high platform releasing paper kites, enjoying calligraphy and painting, playing chess, and playing the zither, while the children under the high platform are saluting the Buddha, acting out shadow puppets, playing with lions, and climbing trees. The children in the Hundred Children's Picture Universe, in the courtyard of heaven and earth, in the game of time and life and death, play to their heart's content, without beginning, without end, without worry. The Dingyao Child Pillow, born in innocence, accompanies you in your dreams and returns to childhood with you.""",RV-90-34,Ceramic headrests,"This statue depicts a Chinese boy, lying on his stomach and supporting himself on his arms. He has a bowl in front of him. The statue is intended as a headrest when sleeping.

Ceramic headrests were common in China for centuries. Nowadays you still find hard headrests made of patent leather here and there, but most Chinese prefer a fabric pillow, filled with, for example, buckwheat hulls, cotton or down."
78,Early Spring,"""""Early Spring, Painted by Guo Xi in the Year of the Imperium"""" by the artist Guo Xi in lower case with seal in the fifth year of the Northern Song Dynasty, Xining (1072). This tall standing landscape, originally applied to a decorative screen, was perhaps a favourite in the palace city of Bianjing. Outside the frame, the four seasons have come and gone, day and night have alternated, and the city has become bustling. Inside the frame, the season has not changed, sealing a spring day in the hearts of Song people. At the foot of the mountain, the streams have thawed and the water vapour is rising. Mountain streams and trees are sprouting new buds, the sound of water ripples, seem to hear the wooden boat touching the shore. Boatman looked up and looked out, the mountain as if the earth's giant, like ""the bones of heaven and earth"". From the bottom up, towering peaks through the wisps of smoke and clouds; from the front and back, jagged rocks hide in layers of mist; from near and far, far away, is the sky and the earth is boundless. The mountain road is winding and the spring is flowing. Vaguely, three or two rows of mountain men walk in song. Wooden bridges, grass pavilions, flying eaves, human traces and natural overlap together, hidden and visible. Walking to the top of the mountain, as if hearing the immortal whispering, touching is the stars of the past. When Guo Xi was young, he respected Taoist thinking and loved to travel around the mountains and rivers, just like the former great masters Jing Hao, Li Cheng and Fan Kuan. They were inspired by the idea of resting their bodies and minds between the earth and the sky, and by the idea of learning from nature. From the world to the forest spring, the visual miracle of the painters all depends on the chest of the weather, through the brush will be the continuation of landscapes to the courtyard or hall, enough to ""do not go to the hall feast, sit poor springs and gullies"", lying travelling in the Divine Kingdom. The flowing mist and smoke overflowed beyond the boundary frame of the screen, unintentionally staining the lapels of the hosts and guests, but also leaving us an eternal spring beyond time.""",7289-1a,Traditional Chinese Painting,"Yang Yongliang 楊泳梁 (Shanghai, 1980) started a series of works entitled Phantom Landscape in 2006. In the series he uses images of architecture as brush strokes. The impressive mountain rocks are a reference to landscape paintings (so-called shanshui 山水 'water and mountains' paintings) from the Song dynasty (960-1279), an absolute heyday of Chinese painting, to which many references are also made in later dynasties in terms of style/subject. On the one hand, Yang Yongliang discusses urban development, which makes life in the city flourish. On the other hand, this urban development also holds life captive.

Both in terms of iconography and detailed structure, Phantom Landscape III is strongly reminiscent of Chinese landscape paintings, such as those represented in the NMVW collection. The grandeur of nature is central to these paintings. Yang's work is strongly in line with this tradition. When Phantom Landscape III is seen from a distance, it appears as if there are trees on the misty mountain cliffs. As the viewer gets closer, it becomes clear that the trees are in fact construction cranes and electricity pylons. Upon closer inspection, the mountain rocks also appear not to be rocks, but mountains with buildings. Using photography, Yang reinvents Chinese landscape paintings. He does this in a sharp way. In Phantom Landscape III he looks critically at the grand urban landscape. The detailed images that Yang creates aim to draw attention to what he sees as major social issues: environmental pollution and urbanization. The photos also include stamps (in red), which at first glance resemble the traditional seal impressions that artists and owners put on Chinese paintings with red ink. But upon closer inspection, these red stamps appear to be patterns from manhole covers that Yang has found in cities."
79,"Green Jade Carved With A Migratory Bird Pecking At A Goose
White Jade With A Migratory Bird
White Nephrite With A Migratory Bird And Goose Ring.","""A jade carving from a thousand years ago comes to us, carrying the body heat of its owner. We have never been so close, shaking hands with each other through a piece of jade. You have returned to your roots, dust to dust, and only this jade mantle is as warm as ever. Spring Water Jade, made of tremolite, was made and worn by northern nomads in the 10th century AD. The front of the object depicts a swan, its neck (gěng) curving into an arc, its body floating and rising, its brightly coloured feathers spread out like a dance. But look closely, its head perched on top of a falcon, which is the Haidongqing. This is the Haidongqing, which hooks onto the swan's scalp, aiming its beak at the swan's eyes, and can end the swan's life with a single chirp. The swan obediently and calmly accepts its fate of certain death, with its beak slightly open, seemingly emitting a wail. The cruelty of the jade carving's subject suggests the wanderlust of the wearer's environment. At that time, due to the monsoon climate, nomadic herdsmen such as the Khitan and the Jurchen maintained the custom of hunting in all seasons and had no fixed place of residence. The ancestors built bows and arrows, domesticated eagles and dogs, and fished and hunted in the mountains and forests, producing Spring Water Jade featuring a migratory bird seizing (hú jué) a swan, and Autumn Mountain Jade featuring a tiger, a deer, and a mountain forest. Spring fishing in the water, autumn hunting in the mountains, born in heaven and earth, returning to nature. These animal images were once worn on the waists of the ancestors a thousand years ago, sewn onto people's shoulder sleeves, and became part of their bodies. When the wind rose, people danced. When a deer was painted on the shoulder, the shoulder became a mountain; when an eagle was carved on the waist, the waist became the sky. They compared themselves to the Haidongqing, celebrating the spirit of self-improvement of their ancestors and clansmen. What had surged in this jade pendant was the body heat of the ancestors a thousand years ago, and it would feel warm even after looking at it for a long time. Who flew in the sky and who was trapped in the jade? Who captured the swan, and who was captured in eternity? Who stretched out his claws and grasped the head that was meant to be one? Who spread their wings and swept over the spring breeze that has been gone for a thousand years? Life never ends, it just keeps beginning. Then the falcon fell into this moment, it kept flying waving its wings, it kept flying.""",RV-2739-135,Jade ornament,"semi-precious stone pendant
openwork, flat round, made of very translucent cloudy light-amber colored jade or agate, decorated on both sides with carving depicting all kinds of lucky symbols such as bat, lobster, between tendrils (stylized peonies or ling che fungi?)
Equipped with purple cord and tassel.
Dimensions: D. 5 cm."
80,"Ming Xuande Colour-Coded Box With Two Orioles And A Lingo
Ming Jiajing Lacquered Round Box With Longevity And Spring In Chinese Lacquer
Qing Yongzheng Black Lacquer And Gold Hand Burner With Landscape And Pavilion Scene
Ming Yongle Red Lacquer Round Dish With Double-Layered Peony Pattern
Qing Dynasty Qianlong Red Lacquer Box With White Peonies.","""Welcome to the colourful world of Lacquer. Two orioles cry in the branches of a forest tree; pomegranates and cherries are accompanied by dragonflies and butterflies. They come from the Xuande period of the Ming Dynasty, showing a piece of vitality. A large ""spring"" character with a longevity star sitting in the centre; a treasure bowl gathering treasures underneath, shining brightly. This is the ""Longevity Spring"" motif from the Jiajing period of the Ming Dynasty, full of the happiness and peace that people are looking forward to. This chic hand-burner is an aesthetic from the Yongzheng era, with black lacquer and gold on the wood, depicting distant mountains and rocks, pavilions, grass, trees and birds, all in meticulous detail, bringing a touch of elegant warmth. They construct a world of exquisite and exotic lacquerware. Rhinoceros, colourful lacquer, gold, the production method and the main body colours constitute their names. Among the different colours, there is a unique colour that is the most brilliant and heavy, which is the carved lacquer red. Red lacquer is made of wood and, to a lesser extent, metal. Dozens to hundreds of layers of red lacquer are applied to the bones to achieve a certain thickness. It is then traced and carved, and after months and years of drying and polishing, it eventually becomes a cluster of moving red. ""Daming Yongle Nianzhi"" red peony pattern disc, it inherited the Song and Yuan ""hide the sharp clear, hidden up round and smooth"" style, hide the sharp knife method of rounded flowers, fat paint huge leaves, three or two strokes to pick open the leaf veins, in the disc bloom a peony in full bloom season. The bottom of the disc is painted black, and the words ""Daming Yongle Nianzhi"" engraved with fine needles, without moving, penetrate the time and space. Or there are also groups of noisy children, solid lead tyre, layers of lacquer, has been piled up to the extent that it is enough to carve. Then with a needle and knife to pick open a section of eyebrows, grinning a smile, an unrestrained laughter exploded a side of bright red lacquer box. The festivity and hilarity of the hundred sons gave the box a look and a sound to the time it held. Cinnabar is like blood, pine smoke is like hair. From the vermilion sand and pine smoke, people get two lacquer ware initial main colour - red, black, warm and deep. From the primitive period, through the Spring and Autumn period, through the Warring States, through the Qin and Han Dynasties, through the Tang and Song Dynasties, the red lacquer has painted the ancient country year after year. This country is proud of many colours, but there is only one colour that goes hand in hand with this country. Chinese red, which so accurately describes China.""",RV-1948-35,Lacquer box,"Round lacquer box of red-brown Cantonese lacquer for storing stamping lacquer. The inside is painted black, as is the underside. Two Chinese male figures are carved in lace relief on the lid, walking along a path that leads past pine trees and a rock with a waterfall. The outside of the box is also decorated with trees and rocks in accordance with the drawings on the lid. Literal design.

In China there has long been - and still is - the custom of marking documents, paintings and calligraphies with a personal stamp. Handy stamps made from (soap)stone, horn, ivory or other durable materials are used for this purpose. They often have a simple square or rectangular shape. Other freer forms are less common.
Their special feature lies partly in the mirror-image cut-out text that is printed. Usually it is a name seal in one of the well-known static script styles. Especially the zhuanshu, the seal script, in all its variants is still popular. Sometimes stamps are also made with a short poetic occasional text. Not only because of the quality of the material used or the beauty and meaning of the inscription, but especially because of the maker and/or the original owner, stamps have sometimes become precious, unique gems and collector's items.

To make the print, yinni is always used, a red and somewhat oily paste, which is largely composed of cinnabar as a coloring agent and to which, among other things, natural oils and mugwort have been added."
81,Song Porcelain,"After the rain, the clouds break, this colour to do in the future. The Ru kiln influenced the perception of beauty in China for the next thousand years. The open piece is originally defective, under careful control, but created the special beauty of the kiln. Between the threads are shaped like ""ice cracks"", ""crab claws"", ""caviar"" and ""cow hair"". These imperfections have their own unique names. Into the kiln with colour, out of the kiln ten thousand colours. If you are willing to explore the unknown, the ""kiln change"" of Jun kiln is a thrilling encounter. Copper and iron are added to the green material, and after oxidising and reducing, the kiln changes to different depths of red and purple. It is like a dream bubble, like a cosmic flood. ""Gentleman than virtue in jade"", the official kiln porcelain is not jade but glaze colour like jade. In pursuit of the texture of jade, need layers of glaze, also represents the pursuit of the ultimate. Not counting the cost, but for the sake of a return to basics. Heaven, earth, the universe, the human heart, the mood of the Song porcelain, hiding the Chinese people's heart attachment.",RV-2630-26,Longquan pottery bowl,"This bowl is made of Longquan pottery. In Europe, this green pottery is mainly known as celadon. A peony is depicted in the center, a symbol of spring. The bowl dates from the Southern Song period (1127-1279) or Yuan period (1279-1368).

Longquan is an area in South China's Zhejiang province. Since the Song period, much pottery with a sea-green glaze has been made here. Although celadon has been produced in many different areas over the centuries, the name Longquan has come to be used as a collective name for this type of pottery.
In Europe, Longquan pottery was introduced in the seventeenth century. At the time, the pastoral novel L'Astrée by the French writer Honoré d'Urfé (1568-1627) was very popular. The hero in it, the shepherd Celadon, is dressed in a sea-green cloak. The European name 'celadon' is derived from this figure."
82,Huangzhou Cold Food Poster,"Yuanfeng two years, su shi was imprisoned for wutai poetry case, relegated to huangzhou, building snow hall, grovelling dongpo. The third year, when the cold season, bitter rain for months, such as the autumn wind, bitter poet listening to the rain beat begonias, crushed into flower mud, the heart of the infinite sadness. So make chicken feather pen, earth manuscript paper for two poems, known as ""Huangzhou cold food post"". Cold food post horizontal length of nearly 2 metres. The end of the poem by Huang Shangu inscription, Song calligraphy four, this post only two. At the top of the page, the Qianlong Emperor wrote ""Xuedang Yuyun"". That year, the spring river flooding, heavy rain, the poet was in the hut like a fishing boat wind and rain, the rain and smoke is also like his vision blurred. Empty kitchen to cook cold dishes, broken stove burning wet reeds. On the Cold Food Festival, a day when everyone eats cold food, Su Shi stewed a pot of hot vegetables. He looked up at the sky, the crows with paper money, the emperor is far away from the nine heavens, the ancestral graves are separated by ten thousand miles, want to follow the example of Ruan Ji, for the poor cry, but the heart has been as dead as ash, and then blowing can not afford. Dong Po put aside the pen, let the generations in his draft of this stamp writing. Cold food post several times into the Royal Household, three times by fire and stray into the folk. 1000 years of time into a few ink, a few parties of sealing clay densely stamped, like the descendants of the finger poke out points, the calm of that year has become the last sigh of the sigh. Huangzhou cold food post is the disillusionment of Su Shi's political ideals, but also the beginning of Dongpo's frank life. Hanging needles, variations, flying white, pulling silk, pile of ink, at this moment the poet's flesh is extremely trapped, but the spirit is unlimited soaring. Even if he is full of experience, how many people can write without dust? Even if the talent is high, and who is naive. 1000 years, Dong Po has left, fingertips flow of words become the continuation of the philosopher's life. Nearly a thousand years of time into dozens of grams of paper, to complete the purification of the meaning of life. People read Dongpo's poems, write Dongpo's words, eager to wear transcendence from ordinary life, looking for poetry from the disappointment, but how many people understand and so on Su Shi, read and understand the Yuanfeng five years of the Cold Food Festival. After that a big river goes east for how much for how many sleepless nights.",7045-13,Calligraphy 2,"Painting of the Tang Dynasty Liangzhou Ci (Liangzhou Ci), one of two poems.
Auteur: Wang Zhihuan 王之桓 (688-742), from the Tang dynasty
This poem is mentioned in the anthology of '300 Tang Poems'.


Inscriptions: The Yellow River flows far up the frontier among the white clouds, A lonely city stands on a mountain of ten thousand feet. Why should the Qiang flute blame the willows? The east wind rarely passes through Yumen Pass. English: Vertical: Passing the frontier. In the far distance the Yellow River climbs to the white clouds; A lone town is perched in the mountains many thousand feet high. Why should a Tartar pipe mourn for willow trees? Spring wind seldom crosses Yumen pass. (bron: '300 Tang poems', translated by Innes Herdan, p. 472) Sommige bronnen geven andere carakters in the last two generations, namelijk spring breeze in the plates of east wind; of not in the plates of little."
83,"Song Engraved Copy Of ""Mr Changli's Collection","I am a moth-eaten fish, I have existed on earth for 300 million years, but the history of my territory is only 1,000 years. This is my kingdom, twelve lines of longitude and two lines of latitude, not a vast area, but enough for me to wander. I often patrol the borders, crawling along the ink lines, and occasionally lying flat in the sun. By the way, moths are bookworms. On a dark and windy night, I sneak into this sweaty room. Textbooks are knowledge to you humans, but food to us bookworms. The Collected Works of Mr Chang Li, this book is not good, there may be peppercorns hidden in the pulp. Yuck, spicy I straight spit out my tongue, this paper is also too hard, Fuzhou castor seed copy Qingjiang paper, almost chipped one of my incisors. Song engraved with mulberry paper, bamboo paper, cocoon paper. I overheard a person said, Song carved this paper firm carving soft, cut, this good paper made of this hard, no way down the mouth. I wandered, the night gave me a black head, I will use it to chew books in the dark. Hunger made me go farther, to the North Pole of the territory, man called him ""head of the sky"", I went to the South Pole, man called him ""foot of the earth"". The head of the sky and the foot of the earth leave space to turn the page, avoiding the fingers from damaging the ink. These bright red cinnabar printed with the Hall of Ten Thousand Scrolls books seal, Shao Xi master seal, changed hands 14 ways, 14 seals 14 times once owned. Perhaps it was these traces of treasuring and wrapping that made me decide to make peace with him one boring night. I began to re-examine those square characters, the middle seam, the end of the volume of the word ""Shicai"", recorded the book's publisher, Liao Yingzhong family name. According to legend, the ink he used to carve the book was ""all made of mud, gold, incense and musk"". The sumptuous text is written by Han Yu, who was the initiator of the Ancient Wen movement. ""The frosty wind invades the sycamore tree, the leaves are on the trunk, the empty steps are under a piece, the tinkling of the gems is like a rush. The clean and simple writing has enchanted countless nights of spring breezes. The best paper, the most expensive dream, the most beautiful writing, so that this book has won the Song version of the book ""God"" reputation. If you look closely, the name of the engraver is in the seam. Hey, Qian Gong, don't be shy. Stand up. The audience is watching you. Sun Yuan, stand up straight. Don't get worn out. I pondered that for a long time, human beings have always loved to compete. They carved characters from bones, split bamboo to make janitorial texts, bells and pans, and made rituals and music. They reproduced, they described the spherical world in block letters, they made paper, they invented the printing press, they typed and they broadcast, they accessed the internet, they voice input, they AI recognition. They fly into space, moth-eaten fish nibble books into slag, humans nibble books into power. Hey, what's the difference between being a human without books and a moth-eaten fish?",RV-518-20,Booklet,"Oblong square booklet, with printed text in Chinese characters in black and purple ink; the top of the cover red, the bottom colored yellow; being an almanac from the fourth year of the Emperor Kongsoe [Guangxu], corresponding to the year 1878."
84,Withered Wood And Longyin Zither,"Legend has it that the zither was made by Fuxi and shaped like a human being. The design of the guqin puts it in a supreme position among musical instruments. Originally, the guqin had five strings and five tones, but later King Wen and King Wu added one string each, and the tones were the same as those of the Gong and Shang, an octave higher to enrich the range. The design of the zither is all about balance, and the guqin's form is in harmony with the laws of the universe.",RV-360-7905,Painting about instrument,"Painting 'en trompe-l'oeil' on canvas showing five musical instruments, stretched on a frame.
This painting is part of a group of originally 18 large paintings in Royer's collection. In all paintings, five or six instruments hang from a rack or nail. The name of the instrument is always stated in Chinese characters. According to the inventory of Royer's museum from 1816, the paintings included an 'elaborate Memorie MSS in French for explanation' (unfortunately not preserved). The paintings, the memorial and the 'real' instruments in Royer's museum formed a fairly extensive documentation of this area.
[In 1876, Royer's collection was re-inventoryed in the Royal Cabinet of Rarities. Nos. 365 and 366 (these trompe-l'oeil paintings) were initially not found. They were later registered as numbers 7899-7913 in the inventory book as paintings whose provenance was no longer known. Given the exceptional representations, they must be the missing paintings from Royer's collection. They were described as scroll paintings in 1816. Nowadays they are placed on wooden frames]
"
85,Ruihe Painting,"In the year of Zhenghe Yuanchen, I had been on the throne for 12 years. The first month 15 on the second day of the Yuan Festival at dusk, the Imperial City, the end of the gate was suddenly shrouded in auspicious clouds, under the low reflection of the haze, the lofty gate tower as if the heavenly fairy palace in general, the people have to stop, look up to see, at this time, a group of cranes suddenly arrived, two of them standing in the ridge of the temple on top of the scops owl, leisurely and leisurely, looking forward to a sense of fondness. The rest are circling in the air, or fly or show, or rest or song. Different postures, no one the same. They are elegant and handsome, the group is like Xuan Gui, near and far, the size of the spirit of the ten thousand directions. In the sky, the sky was as green as the rain, and the cranes danced as if they were in tune with the rhythm. The people and officials were all amazed, and refused to leave until the cranes flew to the north-west and dispersed in the sky. I was so touched by this crane ceremony that I must write down this moment and draw it with my own hands, so that the people of the Song Dynasty will know that it is so real. As the saying goes, ""The light dawn is flickering with colourful neon, and the immortal bird of prey is suddenly coming to the ceremony. Wandering loud and clear when Dan Que, so that longing common people know. Jin of the Song Dynasty, even a stone with magic, the Royal Court in this piece of Xianglong stone, it meanders the momentum, as if the dragon. When it rains, the stone is still out of the water vapour, which is the top of the dragon in the clouds. I have twice written the Southern Dynasty Thousand Character Script, which is quite to my liking. Heaven and earth is yellow, the universe is flooded, the sun and the moon, the sun and the moon are full and bright, the stars and hosts are listed in Zhang, sitting in the dynasty and asking, hanging down the arch and levelling the chapters, the body of one body, the rate of the guests return to the king, insisting on the elegant exercises, the good jewels and tie up the tie up, the figure of the beasts and animals, the painting of colours of immortals and spirits, the salary of repairing the Hu, and the Yongsui Jishao. I love to write books and paintings, I set up a painting academy to lead the fashion, such as auspicious clouds, such as cranes, so that all kinds of auspiciousness to become a common scene in the Song Dynasty. I just would not have thought that 15 years later, I will be captured to a bitter cold place. Where is my home? I can't bear to listen to the Qiang flute, blowing through the plum blossom.",RV-02-1091,Painting with cranes and pine trees,"Song He tu' (Painting of pine and crane)

This painting was created by the Qing scholar Zhu Jiyi. It was engraved into a stele in the 19th year of the Emperor Kangxi (1680 A.D.) and the stele is now kept in the Xian Beilin.

The pine and crane have been a popular theme in Chinese painting, as they symbolize longevity. The pine is a perennial evergreen tree which is able to survive in very cold weather. And the crane's lifespan can reach up to fifty or sixty years.

This painting of pine and crane is drawn with much refinement and has been delicately carved onto the stele. It can be regarded as one of the most important art pieces on this theme."
